ID,Class Name,BlockState Properties,BlockState Class Name
comforts:sleeping_bag_red,c4.comforts.common.blocks.BlockSleepingBag,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=occupied, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=part, clazz=class net.minecraft.block.BlockBed$EnumPartType, values=[head, foot]}]",net.minecraft.block.state.BlockStateContainer
comforts:sleeping_bag_silver,c4.comforts.common.blocks.BlockSleepingBag,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=occupied, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=part, clazz=class net.minecraft.block.BlockBed$EnumPartType, values=[head, foot]}]",net.minecraft.block.state.BlockStateContainer
comforts:sleeping_bag_white,c4.comforts.common.blocks.BlockSleepingBag,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=occupied, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=part, clazz=class net.minecraft.block.BlockBed$EnumPartType, values=[head, foot]}]",net.minecraft.block.state.BlockStateContainer
comforts:sleeping_bag_yellow,c4.comforts.common.blocks.BlockSleepingBag,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=occupied, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=part, clazz=class net.minecraft.block.BlockBed$EnumPartType, values=[head, foot]}]",net.minecraft.block.state.BlockStateContainer
conarm:armorforge,c4.conarm.common.blocks.BlockArmorForge,[],net.minecraftforge.common.property.ExtendedBlockState
conarm:armorstation,c4.conarm.common.blocks.BlockArmorStation,[],net.minecraftforge.common.property.ExtendedBlockState
conarm:soft_obsidian,c4.conarm.common.blocks.BlockSoftObsidian,"[PropertyInteger{name=age, clazz=class java.lang.Integer, values=[0, 1, 2, 3]}]",net.minecraft.block.state.BlockStateContainer
culinaryconstruct:sandwich_station,c4.culinaryconstruct.common.block.BlockSandwichStation,[],net.minecraft.block.state.BlockStateContainer
enderio:block_advanced_power_monitor,crazypants.enderio.powertools.machine.monitor.BlockPowerMonitor,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_alloy,crazypants.enderio.base.material.alloy.BlockAlloy,"[PropertyEnum{name=variant, clazz=class crazypants.enderio.base.material.alloy.Alloy, values=[ELECTRICAL_STEEL, ENERGETIC_ALLOY, VIBRANT_ALLOY, REDSTONE_ALLOY, CONDUCTIVE_IRON, PULSATING_IRON, DARK_STEEL, SOULARIUM, END_STEEL, CONSTRUCTION_ALLOY]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_alloy_endergy,crazypants.enderio.base.material.alloy.endergy.BlockEndergyAlloy,"[PropertyEnum{name=variant, clazz=class crazypants.enderio.base.material.alloy.endergy.AlloyEndergy, values=[CRUDE_STEEL, CRYSTALLINE_ALLOY, MELODIC_ALLOY, STELLAR_ALLOY, CRYSTALLINE_PINK_SLIME, ENERGETIC_SILVER, VIVID_ALLOY]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_alloy_smelter,crazypants.enderio.machines.machine.alloy.BlockAlloySmelter,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_attractor_obelisk,crazypants.enderio.machines.machine.obelisk.attractor.BlockAttractor,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_aversion_obelisk,crazypants.enderio.machines.machine.obelisk.aversion.BlockAversionObelisk,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_broken_anvil,crazypants.enderio.base.block.darksteel.anvil.BlockBrokenAnvil,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_buffer,crazypants.enderio.machines.machine.buffer.BlockBuffer,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}, PropertyEnum{name=type, clazz=class crazypants.enderio.machines.machine.buffer.BufferType, values=[ITEM, POWER, OMNI, CREATIVE]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_cap_bank,crazypants.enderio.powertools.machine.capbank.BlockCapBank,"[PropertyEnum{name=kind, clazz=class crazypants.enderio.powertools.machine.capbank.CapBankType, values=[CREATIVE, SIMPLE, ACTIVATED, VIBRANT, NONE]}, PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumMergingBlockRenderMode, values=[DEFAULTS, AUTO, sides, north_west_up, north_east_up, south_east_up, south_west_up, north_west_down, north_east_down, south_east_down, south_west_down, north_west, north_east, south_east, south_west, north_up, east_up, west_up, south_up, north_down, east_down, west_down, south_down]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_cold_fire,crazypants.enderio.base.block.coldfire.BlockColdFire,"[PropertyInteger{name=age, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}, PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_combustion_generator,crazypants.enderio.machines.machine.generator.combustion.BlockCombustionGenerator,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_concussion_charge,crazypants.enderio.base.block.charge.BlockConcussionCharge,"[PropertyBool{name=explode, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_conduit_bundle,crazypants.enderio.conduits.conduit.BlockConduitBundle,"[PropertyBool{name=opaque, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_confusion_charge,crazypants.enderio.base.block.charge.BlockConfusionCharge,"[PropertyBool{name=explode, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_crafter,crazypants.enderio.machines.machine.crafter.BlockCrafter,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_creative_spawner,crazypants.enderio.machines.machine.spawner.creative.BlockCreativeSpawner,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dark_fused_glass,crazypants.enderio.base.material.glass.BlockFusedQuartz,"[PropertyEnum{name=color, clazz=class net.minecraft.item.EnumDyeColor, values=[white, orange, magenta, lightBlue, yellow, lime, pink, gray, silver, cyan, purple, blue, brown, green, red, black]}, PropertyEnum{name=kind, clazz=class crazypants.enderio.base.material.glass.FusedQuartzType, values=[FUSED_QUARTZ, FUSED_GLASS, ENLIGHTENED_FUSED_QUARTZ, ENLIGHTENED_FUSED_GLASS, DARK_FUSED_QUARTZ, DARK_FUSED_GLASS]}, PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumMergingBlockRenderMode, values=[DEFAULTS, AUTO, sides, north_west_up, north_east_up, south_east_up, south_west_up, north_west_down, north_east_down, south_east_down, south_west_down, north_west, north_east, south_east, south_west, north_up, east_up, west_up, south_up, north_down, east_down, west_down, south_down]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dark_fused_quartz,crazypants.enderio.base.material.glass.BlockFusedQuartz,"[PropertyEnum{name=color, clazz=class net.minecraft.item.EnumDyeColor, values=[white, orange, magenta, lightBlue, yellow, lime, pink, gray, silver, cyan, purple, blue, brown, green, red, black]}, PropertyEnum{name=kind, clazz=class crazypants.enderio.base.material.glass.FusedQuartzType, values=[FUSED_QUARTZ, FUSED_GLASS, ENLIGHTENED_FUSED_QUARTZ, ENLIGHTENED_FUSED_GLASS, DARK_FUSED_QUARTZ, DARK_FUSED_GLASS]}, PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumMergingBlockRenderMode, values=[DEFAULTS, AUTO, sides, north_west_up, north_east_up, south_east_up, south_west_up, north_west_down, north_east_down, south_east_down, south_west_down, north_west, north_east, south_east, south_west, north_up, east_up, west_up, south_up, north_down, east_down, west_down, south_down]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dark_iron_bars,crazypants.enderio.base.block.darksteel.bars.BlockDarkIronBars,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dark_paper_anvil,crazypants.enderio.base.block.darksteel.anvil.BlockBlackPaperAnvil,"[PropertyInteger{name=damage, clazz=class java.lang.Integer, values=[0, 1, 2]}, PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dark_steel_anvil,crazypants.enderio.base.block.darksteel.anvil.BlockDarkSteelAnvil,"[PropertyInteger{name=damage, clazz=class java.lang.Integer, values=[0, 1, 2]}, PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dark_steel_door,crazypants.enderio.base.block.darksteel.door.BlockDarkSteelDoor,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockDoor$EnumDoorHalf, values=[upper, lower]}, PropertyEnum{name=hinge, clazz=class net.minecraft.block.BlockDoor$EnumHingePosition, values=[left, right]}, PropertyBool{name=open, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dark_steel_ladder,crazypants.enderio.base.block.darksteel.ladder.BlockDarkSteelLadder,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dark_steel_trapdoor,crazypants.enderio.base.block.darksteel.trapdoor.BlockDarkSteelTrapDoor,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockTrapDoor$DoorHalf, values=[top, bottom]}, PropertyBool{name=open, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_decoration1,crazypants.enderio.base.block.decoration.BlockDecoration,"[PropertyEnum{name=type, clazz=class crazypants.enderio.base.render.property.EnumDecoBlock, values=[TYPE00, TYPE01, TYPE02, TYPE03, TYPE04, TYPE05, TYPE06, TYPE07, TYPE08, TYPE09, TYPE10, TYPE11, TYPE12, TYPE13, TYPE14, TYPE15]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_decoration2,crazypants.enderio.base.block.decoration.BlockDecorationFacing,"[PropertyBool{name=active, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=type, clazz=class crazypants.enderio.base.render.property.EnumDecoBlock, values=[TYPE00, TYPE01, TYPE02, TYPE03, TYPE04, TYPE05, TYPE06, TYPE07, TYPE08, TYPE09, TYPE10, TYPE11, TYPE12, TYPE13, TYPE14, TYPE15]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_decoration3,crazypants.enderio.base.block.decoration.BlockDecorationFacing,"[PropertyBool{name=active, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=type, clazz=class crazypants.enderio.base.render.property.EnumDecoBlock, values=[TYPE00, TYPE01, TYPE02, TYPE03, TYPE04, TYPE05, TYPE06, TYPE07, TYPE08, TYPE09, TYPE10, TYPE11, TYPE12, TYPE13, TYPE14, TYPE15]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_detector_block,crazypants.enderio.base.block.detector.BlockDetector,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}, PropertyBool{name=on, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_detector_block_silent,crazypants.enderio.base.block.detector.BlockDetector,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}, PropertyBool{name=on, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_dialing_device,crazypants.enderio.machines.machine.teleport.telepad.BlockDialingDevice,"[PropertyEnum{name=facing, clazz=class crazypants.enderio.machines.machine.teleport.telepad.DialerFacing, values=[DOWN_TONORTH, DOWN_TOSOUTH, DOWN_TOWEST, DOWN_TOEAST, UP_TONORTH, UP_TOSOUTH, UP_TOWEST, UP_TOEAST, NORTH_TOWEST, NORTH_TOEAST, NORTH_TOUP, NORTH_TODOWN, SOUTH_TOWEST, SOUTH_TOEAST, SOUTH_TOUP, SOUTH_TODOWN, WEST_TONORTH, WEST_TOSOUTH, WEST_TOUP, WEST_TODOWN, EAST_TONORTH, EAST_TOSOUTH, EAST_TOUP, EAST_TODOWN]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_electric_light,crazypants.enderio.machines.machine.light.BlockElectricLight,"[PropertyBool{name=active, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=face, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}, PropertyEnum{name=type, clazz=class crazypants.enderio.machines.machine.light.LightType, values=[ELECTRIC, ELECTRIC_INV, BASIC, BASIC_INV, WIRELESS, WIRELESS_INV]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enchanter,crazypants.enderio.machines.machine.enchanter.BlockEnchanter,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_end_iron_bars,crazypants.enderio.base.block.darksteel.bars.BlockEndIronBars,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_ender_charge,crazypants.enderio.base.block.charge.BlockEnderCharge,"[PropertyBool{name=explode, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_ender_generator,crazypants.enderio.machines.machine.generator.zombie.BlockZombieGenerator$BlockEnderGenerator,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enderman_skull,crazypants.enderio.base.block.skull.BlockEndermanSkull,"[PropertyEnum{name=variant, clazz=class crazypants.enderio.base.block.skull.SkullType, values=[BASE, REANIMATED, TORMENTED, REANIMATED_TORMENTED]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_alloy_smelter,crazypants.enderio.machines.machine.alloy.BlockAlloySmelter$3,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_alloy_smelter_top,crazypants.enderio.base.machine.base.block.BlockMachineExtension,[],net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_combustion_generator,crazypants.enderio.machines.machine.generator.combustion.BlockCombustionGenerator,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_combustion_generator_top,crazypants.enderio.base.machine.base.block.BlockMachineExtension,[],net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_sag_mill,crazypants.enderio.machines.machine.sagmill.BlockSagMill$2,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_sag_mill_top,crazypants.enderio.base.machine.base.block.BlockMachineExtension,[],net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_vat,crazypants.enderio.machines.machine.vat.BlockVat,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_vat_top,crazypants.enderio.base.machine.base.block.BlockMachineExtension,[],net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_wired_charger,crazypants.enderio.machines.machine.wired.BlockWiredCharger$1,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_wired_charger_top,crazypants.enderio.base.machine.base.block.BlockMachineExtension,[],net.minecraft.block.state.BlockStateContainer
enderio:block_enhanced_wireless_charger,crazypants.enderio.machines.machine.wireless.BlockEnhancedWirelessCharger,"[PropertyEnum{name=east, clazz=class crazypants.enderio.machines.machine.wireless.BlockEnhancedWirelessCharger$E, values=[DISH, CONNECTOR]}, PropertyEnum{name=north, clazz=class crazypants.enderio.machines.machine.wireless.BlockEnhancedWirelessCharger$E, values=[DISH, CONNECTOR]}, PropertyEnum{name=south, clazz=class crazypants.enderio.machines.machine.wireless.BlockEnhancedWirelessCharger$E, values=[DISH, CONNECTOR]}, PropertyEnum{name=up, clazz=class crazypants.enderio.machines.machine.wireless.BlockEnhancedWirelessCharger$E, values=[DISH, CONNECTOR]}, PropertyEnum{name=west, clazz=class crazypants.enderio.machines.machine.wireless.BlockEnhancedWirelessCharger$E, values=[DISH, CONNECTOR]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enlightened_fused_glass,crazypants.enderio.base.material.glass.BlockFusedQuartz,"[PropertyEnum{name=color, clazz=class net.minecraft.item.EnumDyeColor, values=[white, orange, magenta, lightBlue, yellow, lime, pink, gray, silver, cyan, purple, blue, brown, green, red, black]}, PropertyEnum{name=kind, clazz=class crazypants.enderio.base.material.glass.FusedQuartzType, values=[FUSED_QUARTZ, FUSED_GLASS, ENLIGHTENED_FUSED_QUARTZ, ENLIGHTENED_FUSED_GLASS, DARK_FUSED_QUARTZ, DARK_FUSED_GLASS]}, PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumMergingBlockRenderMode, values=[DEFAULTS, AUTO, sides, north_west_up, north_east_up, south_east_up, south_west_up, north_west_down, north_east_down, south_east_down, south_west_down, north_west, north_east, south_east, south_west, north_up, east_up, west_up, south_up, north_down, east_down, west_down, south_down]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_enlightened_fused_quartz,crazypants.enderio.base.material.glass.BlockFusedQuartz,"[PropertyEnum{name=color, clazz=class net.minecraft.item.EnumDyeColor, values=[white, orange, magenta, lightBlue, yellow, lime, pink, gray, silver, cyan, purple, blue, brown, green, red, black]}, PropertyEnum{name=kind, clazz=class crazypants.enderio.base.material.glass.FusedQuartzType, values=[FUSED_QUARTZ, FUSED_GLASS, ENLIGHTENED_FUSED_QUARTZ, ENLIGHTENED_FUSED_GLASS, DARK_FUSED_QUARTZ, DARK_FUSED_GLASS]}, PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumMergingBlockRenderMode, values=[DEFAULTS, AUTO, sides, north_west_up, north_east_up, south_east_up, south_west_up, north_west_down, north_east_down, south_east_down, south_west_down, north_west, north_east, south_east, south_west, north_up, east_up, west_up, south_up, north_down, east_down, west_down, south_down]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_exit_rail,crazypants.enderio.base.block.rail.BlockExitRail,"[PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockRailBase$EnumRailDirection, values=[north_south, east_west, ascending_east, ascending_west, ascending_north, ascending_south]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_experience_obelisk,crazypants.enderio.machines.machine.obelisk.xp.BlockExperienceObelisk,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_farm_station,crazypants.enderio.machines.machine.farm.BlockFarmStation,"[PropertyEnum{name=render, clazz=class crazypants.enderio.base.render.property.EnumRenderMode, values=[DEFAULTS, AUTO, FRONT, FRONT_SOUTH, FRONT_WEST, FRONT_EAST, FRONT_ON, FRONT_ON_SOUTH, FRONT_ON_WEST, FRONT_ON_EAST]}]",net.minecraft.block.state.BlockStateContainer
enderio:block_fluid_cloud_seed,crazypants.enderio.base.fluid.Fluids$11,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_cloud_seed_concentrated,crazypants.enderio.base.fluid.BlockFluidEio$CloudSeedConcentrated,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_conductive_iron,crazypants.enderio.integration.tic.fluids.MoltenMetal,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_construction_alloy,crazypants.enderio.integration.tic.fluids.MoltenMetal,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_crude_steel,crazypants.enderio.integration.tic.fluids.MoltenMetal,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_crystalline_alloy,crazypants.enderio.integration.tic.fluids.MoltenMetal,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_crystalline_pink_slime,crazypants.enderio.integration.tic.fluids.MoltenMetal,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_dark_steel,crazypants.enderio.integration.tic.fluids.MoltenMetal,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_electrical_steel,crazypants.enderio.integration.tic.fluids.MoltenMetal,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_end_steel,crazypants.enderio.integration.tic.fluids.MoltenMetal,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_ender,crazypants.enderio.integration.tic.fluids.MoltenEnder,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
enderio:block_fluid_ender_distillation,crazypants.enderio.base.fluid.Fluids$11,"[PropertyInteger{name=level, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]}]",net.minecraftforge.common.property.ExtendedBlockState
