ID,Unlocalized Name,Display Name,Still Texture,Flowing Texture,Overlay Texture,Fill Sound,Empty Sound,Luminosity,Density,Temperature,Viscosity,Is Gaseous,Rarity,Block,Color,Is Lighter than Air,Can be Placed in World
metallurgy:molten_tar,fluid.molten_tar,fluid.molten_tar,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,0,800,1000,4000,-,COMMON,metallurgy:molten_tar,#FF111419,-,+
metallurgy:molten_thermite,fluid.molten_thermite,fluid.molten_thermite,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,3200,4000,-,COMMON,metallurgy:molten_thermite,#FFC44205,-,+
metallurgy:orichalcum,fluid.orichalcum,Molten Orichalcum,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,720,4000,-,COMMON,metallurgy:molten_orichalcum,#FF95B26D,-,+
metallurgy:osmium,fluid.osmium,Molten Osmium,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,720,4000,-,COMMON,metallurgy:molten_osmium,#FF717393,-,+
metallurgy:oureclase,fluid.oureclase,Molten Oureclase,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,540,4000,-,COMMON,metallurgy:molten_oureclase,#FFC05B4A,-,+
metallurgy:prometheum,fluid.prometheum,Molten Prometheum,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,360,4000,-,COMMON,metallurgy:molten_prometheum,#FF377732,-,+
metallurgy:quicksilver,fluid.quicksilver,Molten Quicksilver,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,540,4000,-,COMMON,metallurgy:molten_quicksilver,#FF72BF9F,-,+
metallurgy:rubracium,fluid.rubracium,Molten Rubracium,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,360,4000,-,COMMON,metallurgy:molten_rubracium,#FFB83F56,-,+
metallurgy:sanguinite,fluid.sanguinite,Molten Sanguinite,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,720,4000,-,COMMON,metallurgy:molten_sanguinite,#FF541D1D,-,+
metallurgy:shadow_iron,fluid.shadow_iron,Molten Shadow Iron,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,360,4000,-,COMMON,metallurgy:molten_shadow_iron,#FF473D40,-,+
metallurgy:shadow_steel,fluid.shadow_steel,Molten Shadow Steel,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,360,4000,-,COMMON,metallurgy:molten_shadow_steel,#FF979392,-,+
metallurgy:tartarite,fluid.tartarite,Molten Tartarite,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,720,4000,-,COMMON,metallurgy:molten_tartarite,#FFCA8A32,-,+
metallurgy:vulcanite,fluid.vulcanite,Molten Vulcanite,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,4200,4000,-,COMMON,metallurgy:molten_vulcanite,#FF641929,-,+
metallurgy:vyroxeres,fluid.vyroxeres,Molten Vyroxeres,assets/metallurgy/textures/blocks/molten_metal_still.png,assets/metallurgy/textures/blocks/molten_metal_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,9,800,540,4000,-,COMMON,metallurgy:molten_vyroxeres,#FF2BFF00,-,+
minecraft:lava,fluid.tile.lava,Lava,assets/minecraft/textures/blocks/lava_still.png,assets/minecraft/textures/blocks/lava_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,15,3000,1300,6000,-,COMMON,minecraft:lava,#FFFFFFFF,-,+
minecraft:water,fluid.tile.water,Water,assets/minecraft/textures/blocks/water_still.png,assets/minecraft/textures/blocks/water_flow.png,assets/minecraft/textures/blocks/water_overlay.png,minecraft:item.bucket.fill,minecraft:item.bucket.empty,0,1000,300,1000,-,COMMON,minecraft:water,#FFFFFFFF,-,+
nuclearcraft:alugentum,fluid.alugentum,Molten Alugentum,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_alugentum,#FFB5C9CB,-,+
nuclearcraft:alumina,fluid.alumina,Molten Alumina,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_alumina,#FF919880,-,+
nuclearcraft:americium_241,fluid.americium_241,Molten Americium-241,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF393725,-,-
nuclearcraft:americium_241_fluoride,fluid.americium_241_fluoride,Molten Americium-241 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4C492C,-,-
nuclearcraft:americium_241_fluoride_flibe,fluid.americium_241_fluoride_flibe,Molten FLiBe Salt Solution of Americium-241 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6F715C,-,-
nuclearcraft:americium_242,fluid.americium_242,Molten Americium-242,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF332D1A,-,-
nuclearcraft:americium_242_fluoride,fluid.americium_242_fluoride,Molten Americium-242 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF474022,-,-
nuclearcraft:americium_242_fluoride_flibe,fluid.americium_242_fluoride_flibe,Molten FLiBe Salt Solution of Americium-242 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6B6B56,-,-
nuclearcraft:americium_243,fluid.americium_243,Molten Americium-243,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF2C280C,-,-
nuclearcraft:americium_243_fluoride,fluid.americium_243_fluoride,Molten Americium-243 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF403C16,-,-
nuclearcraft:americium_243_fluoride_flibe,fluid.americium_243_fluoride_flibe,Molten FLiBe Salt Solution of Americium-243 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF67684D,-,-
nuclearcraft:ammonia,fluid.ammonia,Ammonia,assets/nuclearcraft/textures/blocks/fluids/gas.png,assets/nuclearcraft/textures/blocks/fluids/gas.png,,minecraft:block.fire.extinguish,minecraft:block.fire.extinguish,0,-10,300,40,+,COMMON,nuclearcraft:fluid_ammonia,#FF7AC3A0,+,+
nuclearcraft:arsenic,fluid.arsenic,Molten Arsenic,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_arsenic,#FF818475,-,+
nuclearcraft:bas,fluid.bas,Molten Boron Arsenide,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_bas,#FF9B9B89,-,+
nuclearcraft:bef2,fluid.bef2,Molten Beryllium Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_bef2,#FFBEC6AA,-,+
nuclearcraft:berkelium_247,fluid.berkelium_247,Molten Berkelium-247,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF5A2301,-,-
nuclearcraft:berkelium_247_fluoride,fluid.berkelium_247_fluoride,Molten Berkelium-247 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF69370C,-,-
nuclearcraft:berkelium_247_fluoride_flibe,fluid.berkelium_247_fluoride_flibe,Molten FLiBe Salt Solution of Berkelium-247 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF836547,-,-
nuclearcraft:berkelium_248,fluid.berkelium_248,Molten Berkelium-248,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF602502,-,-
nuclearcraft:berkelium_248_fluoride,fluid.berkelium_248_fluoride,Molten Berkelium-248 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6E390D,-,-
nuclearcraft:berkelium_248_fluoride_flibe,fluid.berkelium_248_fluoride_flibe,Molten FLiBe Salt Solution of Berkelium-248 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF866647,-,-
nuclearcraft:beryllium,fluid.beryllium,Molten Beryllium,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_beryllium,#FFD4DBC2,-,+
nuclearcraft:borax_solution,fluid.borax_solution,Borax Solution,assets/nuclearcraft/textures/blocks/fluids/salt_solution_still.png,assets/nuclearcraft/textures/blocks/fluids/salt_solution_flow.png,,minecraft:item.bucket.fill,minecraft:item.bucket.empty,0,1000,300,1000,-,COMMON,nuclearcraft:fluid_borax_solution,#FF8E98F1,-,+
nuclearcraft:boric_acid,fluid.boric_acid,Boric Acid,assets/nuclearcraft/textures/blocks/fluids/liquid_still.png,assets/nuclearcraft/textures/blocks/fluids/liquid_flow.png,,minecraft:item.bucket.fill,minecraft:item.bucket.empty,0,1000,300,1000,-,COMMON,nuclearcraft:fluid_boric_acid,#FF696939,-,+
nuclearcraft:boron,fluid.boron,Molten Boron,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_boron,#FF7D7D7D,-,+
nuclearcraft:boron10,fluid.boron10,Molten Boron-10,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_boron10,#FF7D7D7D,-,+
nuclearcraft:boron11,fluid.boron11,Molten Boron-11,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_boron11,#FF7D7D7D,-,+
nuclearcraft:boron_nitride_solution,fluid.boron_nitride_solution,Boron Nitride Solution,assets/nuclearcraft/textures/blocks/fluids/salt_solution_still.png,assets/nuclearcraft/textures/blocks/fluids/salt_solution_flow.png,,minecraft:item.bucket.fill,minecraft:item.bucket.empty,0,1000,300,1000,-,COMMON,nuclearcraft:fluid_boron_nitride_solution,#FF4F68A8,-,+
nuclearcraft:calcium_sulfate_solution,fluid.calcium_sulfate_solution,Calcium Sulfate Solution,assets/nuclearcraft/textures/blocks/fluids/salt_solution_still.png,assets/nuclearcraft/textures/blocks/fluids/salt_solution_flow.png,,minecraft:item.bucket.fill,minecraft:item.bucket.empty,0,1000,300,1000,-,COMMON,nuclearcraft:fluid_calcium_sulfate_solution,#FF7379CD,-,+
nuclearcraft:californium_249,fluid.californium_249,Molten Californium-249,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF460D12,-,-
nuclearcraft:californium_249_fluoride,fluid.californium_249_fluoride,Molten Californium-249 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF57241B,-,-
nuclearcraft:californium_249_fluoride_flibe,fluid.californium_249_fluoride_flibe,Molten FLiBe Salt Solution of Californium-249 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF775751,-,-
nuclearcraft:californium_250,fluid.californium_250,Molten Californium-250,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF3E0C14,-,-
nuclearcraft:californium_250_fluoride,fluid.californium_250_fluoride,Molten Californium-250 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF50231D,-,-
nuclearcraft:californium_250_fluoride_flibe,fluid.californium_250_fluoride_flibe,Molten FLiBe Salt Solution of Californium-250 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF725752,-,-
nuclearcraft:californium_251,fluid.californium_251,Molten Californium-251,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF3B0B16,-,-
nuclearcraft:californium_251_fluoride,fluid.californium_251_fluoride,Molten Californium-251 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF4E221E,-,-
nuclearcraft:californium_251_fluoride_flibe,fluid.californium_251_fluoride_flibe,Molten FLiBe Salt Solution of Californium-251 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF705653,-,-
nuclearcraft:californium_252,fluid.californium_252,Molten Californium-252,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF430B0E,-,-
nuclearcraft:californium_252_fluoride,fluid.californium_252_fluoride,Molten Californium-252 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF552217,-,-
nuclearcraft:californium_252_fluoride_flibe,fluid.californium_252_fluoride_flibe,Molten FLiBe Salt Solution of Californium-252 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF75564E,-,-
nuclearcraft:carbon_dioxide,fluid.carbon_dioxide,Carbon Dioxide,assets/nuclearcraft/textures/blocks/fluids/gas.png,assets/nuclearcraft/textures/blocks/fluids/gas.png,,minecraft:block.fire.extinguish,minecraft:block.fire.extinguish,0,-10,300,40,+,COMMON,nuclearcraft:fluid_carbon_dioxide,#FF5C635A,+,+
nuclearcraft:carbon_monoxide,fluid.carbon_monoxide,Carbon Monoxide,assets/nuclearcraft/textures/blocks/fluids/gas.png,assets/nuclearcraft/textures/blocks/fluids/gas.png,,minecraft:block.fire.extinguish,minecraft:block.fire.extinguish,0,-10,300,40,+,COMMON,nuclearcraft:fluid_carbon_monoxide,#FF4C5649,+,+
nuclearcraft:chocolate_liquor,fluid.chocolate_liquor,Chocolate Liquor,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,0,1325,330,5000,-,COMMON,nuclearcraft:fluid_chocolate_liquor,#FF41241C,-,+
nuclearcraft:cocoa_butter,fluid.cocoa_butter,Cocoa Butter,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,0,1325,330,5000,-,COMMON,nuclearcraft:fluid_cocoa_butter,#FFF6EEBF,-,+
nuclearcraft:condensate_water,fluid.condensate_water,Condensate Water,assets/nuclearcraft/textures/blocks/fluids/liquid_still.png,assets/nuclearcraft/textures/blocks/fluids/liquid_flow.png,,minecraft:item.bucket.fill,minecraft:item.bucket.empty,0,1000,300,850,-,COMMON,nuclearcraft:fluid_condensate_water,#FF2F43F4,-,+
nuclearcraft:copper_nak,fluid.copper_nak,Eutectic NaK-Copper Mixture,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,0,5000,300,15000,-,COMMON,,#FFB59373,-,-
nuclearcraft:copper_nak_hot,fluid.copper_nak_hot,Hot Eutectic NaK-Copper Mixture,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,7,4000,700,10000,-,COMMON,,#FF886146,-,-
nuclearcraft:corium,fluid.corium,Corium,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,nuclearcraft:fluid_corium,#FF7F8178,-,+
nuclearcraft:cryotheum_nak,fluid.cryotheum_nak,Eutectic NaK-Cryotheum Mixture,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,0,5000,300,15000,-,COMMON,,#FF8CC2BE,-,-
nuclearcraft:cryotheum_nak_hot,fluid.cryotheum_nak_hot,Hot Eutectic NaK-Cryotheum Mixture,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,7,4000,700,10000,-,COMMON,,#FF46ADBF,-,-
nuclearcraft:curium_243,fluid.curium_243,Molten Curium-243,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF311137,-,-
nuclearcraft:curium_243_fluoride,fluid.curium_243_fluoride,Molten Curium-243 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF45273B,-,-
nuclearcraft:curium_243_fluoride_flibe,fluid.curium_243_fluoride_flibe,Molten FLiBe Salt Solution of Curium-243 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6A5A67,-,-
nuclearcraft:curium_245,fluid.curium_245,Molten Curium-245,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF2D102D,-,-
nuclearcraft:curium_245_fluoride,fluid.curium_245_fluoride,Molten Curium-245 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF412733,-,-
nuclearcraft:curium_245_fluoride_flibe,fluid.curium_245_fluoride_flibe,Molten FLiBe Salt Solution of Curium-245 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF685961,-,-
nuclearcraft:curium_246,fluid.curium_246,Molten Curium-246,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF3F2442,-,-
nuclearcraft:curium_246_fluoride,fluid.curium_246_fluoride,Molten Curium-246 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF513845,-,-
nuclearcraft:curium_246_fluoride_flibe,fluid.curium_246_fluoride_flibe,Molten FLiBe Salt Solution of Curium-246 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF73656E,-,-
nuclearcraft:curium_247,fluid.curium_247,Molten Curium-247,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF321635,-,-
nuclearcraft:curium_247_fluoride,fluid.curium_247_fluoride,Molten Curium-247 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF462C3A,-,-
nuclearcraft:curium_247_fluoride_flibe,fluid.curium_247_fluoride_flibe,Molten FLiBe Salt Solution of Curium-247 Fluoride,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF6B5D66,-,-
nuclearcraft:dark_chocolate,fluid.dark_chocolate,Molten Dark Chocolate,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,0,1325,330,5000,-,COMMON,nuclearcraft:fluid_dark_chocolate,#FF2C0B06,-,+
nuclearcraft:depleted_fuel_hea_242,fluid.depleted_fuel_hea_242,Molten Depleted HEA-242 Fuel,assets/nuclearcraft/textures/blocks/fluids/molten_still.png,assets/nuclearcraft/textures/blocks/fluids/molten_flow.png,,minecraft:item.bucket.fill_lava,minecraft:item.bucket.empty_lava,10,5000,1200,8000,-,COMMON,,#FF391C28,-,-
